userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
37_TX_179,37_TX_179!,TX,Fairfield High School,Fairfield,TX,3.5,2024,Mathematics,English,590.0,600.0,25,24,24,24,24,700.0,680.0,690.0,680.0,690.0,700.0,690.0,680.0,700.0,5
37_TX_180,37_TX_180!,TX,Fairfield High School,Fairfield,TX,3.6,2024,Mathematics,History,600.0,580.0,25,24,25,25,25,700.0,700.0,680.0,700.0,700.0,690.0,690.0,680.0,680.0,5
37_TX_181,37_TX_181!,TX,Fairfield High School,Fairfield,TX,3.5,2024,Mathematics,History,600.0,590.0,25,25,24,24,24,690.0,680.0,690.0,700.0,680.0,700.0,690.0,700.0,690.0,5
37_TX_182,37_TX_182!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2025,Mathematics,Psychology,590.0,580.0,26,25,25,26,26,680.0,680.0,700.0,690.0,690.0,680.0,700.0,690.0,700.0,5
37_TX_183,37_TX_183!,TX,Fairfield High School,Fairfield,TX,3.6,2024,Mathematics,Philosophy,580.0,590.0,25,25,25,26,25,680.0,680.0,690.0,690.0,690.0,700.0,680.0,690.0,690.0,6
37_TX_184,37_TX_184!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2025,Mathematics,Philosophy,580.0,590.0,26,24,24,26,25,690.0,680.0,680.0,690.0,700.0,700.0,700.0,690.0,700.0,6
37_TX_185,37_TX_185!,TX,Fairfield High School,Fairfield,TX,3.8000000000000003,2025,Mathematics,English,600.0,580.0,25,25,25,25,25,690.0,690.0,680.0,700.0,700.0,700.0,690.0,690.0,680.0,5
37_TX_186,37_TX_186!,TX,Fairfield High School,Fairfield,TX,3.8000000000000003,2025,Mathematics,Philosophy,590.0,600.0,25,26,25,24,25,680.0,690.0,690.0,690.0,700.0,680.0,690.0,690.0,690.0,4
37_TX_187,37_TX_187!,TX,Fairfield High School,Fairfield,TX,3.8000000000000003,2024,Mathematics,Psychology,590.0,590.0,25,26,25,25,25,680.0,690.0,680.0,690.0,680.0,690.0,680.0,680.0,690.0,4
37_TX_188,37_TX_188!,TX,Fairfield High School,Fairfield,TX,3.6,2025,Mathematics,Psychology,580.0,590.0,24,25,26,25,25,700.0,680.0,700.0,690.0,700.0,680.0,680.0,680.0,680.0,4
37_TX_189,37_TX_189!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2024,Mathematics,History,600.0,580.0,25,25,26,24,25,700.0,690.0,690.0,700.0,690.0,680.0,680.0,680.0,680.0,6
37_TX_190,37_TX_190!,TX,Fairfield High School,Fairfield,TX,3.6,2024,Mathematics,Psychology,600.0,580.0,24,25,26,24,25,680.0,700.0,680.0,690.0,690.0,690.0,680.0,690.0,680.0,5
37_TX_191,37_TX_191!,TX,Fairfield High School,Fairfield,TX,3.7,2025,Mathematics,History,590.0,600.0,26,24,24,25,25,700.0,680.0,700.0,700.0,680.0,700.0,700.0,680.0,690.0,6
37_TX_192,37_TX_192!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2025,Mathematics,History,600.0,580.0,26,26,26,26,26,680.0,680.0,680.0,700.0,690.0,700.0,680.0,690.0,690.0,6
37_TX_193,37_TX_193!,TX,Fairfield High School,Fairfield,TX,3.6,2024,Mathematics,History,600.0,590.0,25,24,26,25,25,690.0,690.0,700.0,680.0,680.0,680.0,680.0,690.0,680.0,5
37_TX_194,37_TX_194!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2025,Mathematics,History,600.0,590.0,26,24,24,25,25,680.0,700.0,700.0,680.0,690.0,680.0,690.0,700.0,690.0,5
37_TX_195,37_TX_195!,TX,Fairfield High School,Fairfield,TX,3.6,2025,Mathematics,History,600.0,590.0,25,24,26,26,25,700.0,700.0,680.0,700.0,690.0,700.0,700.0,690.0,690.0,4
37_TX_196,37_TX_196!,TX,Fairfield High School,Fairfield,TX,3.8000000000000003,2025,Mathematics,History,580.0,600.0,25,24,24,24,24,690.0,690.0,690.0,690.0,680.0,690.0,700.0,690.0,700.0,5
37_TX_197,37_TX_197!,TX,Fairfield High School,Fairfield,TX,3.7,2024,Mathematics,History,590.0,600.0,24,25,26,26,25,680.0,690.0,700.0,700.0,690.0,700.0,680.0,700.0,690.0,4
37_TX_198,37_TX_198!,TX,Fairfield High School,Fairfield,TX,3.7,2024,Mathematics,Philosophy,590.0,590.0,24,26,26,26,26,690.0,690.0,700.0,690.0,680.0,680.0,690.0,680.0,700.0,5
37_TX_199,37_TX_199!,TX,Fairfield High School,Fairfield,TX,3.7,2025,Mathematics,History,580.0,580.0,25,25,26,24,25,690.0,680.0,690.0,680.0,700.0,680.0,680.0,680.0,690.0,4
33_TX_0,33_TX_0!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2024,Chemistry,History,580.0,570.0,24,25,26,25,25,680.0,690.0,690.0,670.0,670.0,670.0,690.0,690.0,670.0,4
33_TX_1,33_TX_1!,TX,Richland High School,North Richland Hills,TX,3.5,2025,Chemistry,History,580.0,580.0,24,26,26,25,25,680.0,680.0,690.0,680.0,690.0,680.0,670.0,670.0,690.0,3
33_TX_2,33_TX_2!,TX,Richland High School,North Richland Hills,TX,3.4,2024,Chemistry,Philosophy,570.0,590.0,24,24,25,25,24,680.0,680.0,680.0,670.0,670.0,680.0,690.0,690.0,670.0,5
33_TX_3,33_TX_3!,TX,Richland High School,North Richland Hills,TX,3.4,2025,Chemistry,English,590.0,570.0,26,26,25,25,26,690.0,680.0,690.0,680.0,690.0,690.0,670.0,690.0,690.0,4
33_TX_4,33_TX_4!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2024,Chemistry,Philosophy,580.0,590.0,25,24,25,25,25,680.0,690.0,690.0,680.0,670.0,690.0,680.0,670.0,680.0,5
33_TX_5,33_TX_5!,TX,Richland High School,North Richland Hills,TX,3.4,2024,Chemistry,Philosophy,580.0,570.0,26,25,26,25,26,670.0,690.0,690.0,690.0,680.0,690.0,690.0,680.0,690.0,3
33_TX_6,33_TX_6!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2025,Chemistry,English,580.0,580.0,24,25,25,26,25,680.0,680.0,690.0,670.0,680.0,690.0,680.0,670.0,690.0,5
33_TX_7,33_TX_7!,TX,Richland High School,North Richland Hills,TX,3.3,2025,Chemistry,Psychology,590.0,580.0,24,26,24,25,25,670.0,670.0,680.0,680.0,690.0,680.0,680.0,670.0,680.0,3
33_TX_8,33_TX_8!,TX,Richland High School,North Richland Hills,TX,3.4,2025,Chemistry,Psychology,570.0,570.0,24,26,25,24,25,670.0,680.0,680.0,690.0,690.0,670.0,690.0,680.0,670.0,3
33_TX_9,33_TX_9!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2025,Chemistry,Psychology,570.0,590.0,24,26,24,26,25,670.0,670.0,670.0,690.0,670.0,670.0,670.0,670.0,670.0,4
33_TX_10,33_TX_10!,TX,Richland High School,North Richland Hills,TX,3.5,2025,Chemistry,History,590.0,580.0,25,24,26,25,25,690.0,670.0,680.0,690.0,690.0,690.0,670.0,670.0,670.0,5
33_TX_11,33_TX_11!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2024,Chemistry,English,590.0,580.0,24,25,24,25,24,670.0,670.0,670.0,690.0,690.0,690.0,680.0,690.0,670.0,4
33_TX_12,33_TX_12!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2025,Chemistry,English,590.0,590.0,25,24,25,25,25,670.0,670.0,680.0,680.0,670.0,690.0,670.0,680.0,690.0,4
33_TX_13,33_TX_13!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2025,Chemistry,Philosophy,570.0,570.0,24,25,24,25,24,680.0,690.0,680.0,690.0,680.0,680.0,690.0,680.0,670.0,4
33_TX_14,33_TX_14!,TX,Richland High School,North Richland Hills,TX,3.5,2024,Chemistry,Psychology,580.0,590.0,26,25,24,26,25,690.0,670.0,670.0,680.0,690.0,680.0,670.0,670.0,680.0,4
33_TX_15,33_TX_15!,TX,Richland High School,North Richland Hills,TX,3.5,2024,Chemistry,Philosophy,590.0,570.0,25,26,26,26,26,680.0,680.0,670.0,670.0,680.0,690.0,670.0,670.0,690.0,4
33_TX_16,33_TX_16!,TX,Richland High School,North Richland Hills,TX,3.5,2025,Chemistry,Philosophy,570.0,570.0,24,26,24,25,25,680.0,690.0,680.0,670.0,670.0,680.0,680.0,680.0,680.0,3
33_TX_17,33_TX_17!,TX,Richland High School,North Richland Hills,TX,3.4,2024,Chemistry,History,590.0,570.0,26,24,26,26,26,690.0,670.0,670.0,690.0,690.0,670.0,670.0,680.0,670.0,3
33_TX_18,33_TX_18!,TX,Richland High School,North Richland Hills,TX,3.3,2025,Chemistry,History,570.0,590.0,25,24,25,24,24,670.0,690.0,670.0,680.0,680.0,670.0,690.0,690.0,680.0,3
33_TX_19,33_TX_19!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2025,Chemistry,Philosophy,570.0,580.0,24,26,25,24,25,670.0,680.0,670.0,690.0,670.0,690.0,690.0,670.0,670.0,4
33_TX_20,33_TX_20!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2025,Chemistry,History,590.0,590.0,25,24,25,26,25,670.0,670.0,680.0,680.0,690.0,690.0,680.0,690.0,690.0,3
33_TX_21,33_TX_21!,TX,Richland High School,North Richland Hills,TX,3.3,2025,Chemistry,English,570.0,580.0,25,26,26,26,26,680.0,670.0,680.0,680.0,680.0,670.0,690.0,690.0,680.0,4
33_TX_22,33_TX_22!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2024,Chemistry,History,570.0,570.0,26,25,25,24,25,690.0,670.0,680.0,680.0,680.0,680.0,680.0,690.0,670.0,3
33_TX_23,33_TX_23!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2025,Chemistry,History,580.0,580.0,24,24,24,25,24,690.0,680.0,670.0,690.0,690.0,680.0,670.0,680.0,670.0,5
33_TX_24,33_TX_24!,TX,Richland High School,North Richland Hills,TX,3.3,2025,Chemistry,History,590.0,590.0,24,25,26,26,25,680.0,670.0,680.0,670.0,690.0,690.0,670.0,670.0,670.0,3
33_TX_25,33_TX_25!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2024,Chemistry,Philosophy,590.0,590.0,25,24,26,24,25,690.0,670.0,690.0,680.0,680.0,670.0,670.0,670.0,670.0,3
33_TX_26,33_TX_26!,TX,Richland High School,North Richland Hills,TX,3.3,2024,Chemistry,History,570.0,590.0,26,26,24,26,26,670.0,680.0,670.0,670.0,690.0,670.0,690.0,670.0,670.0,5
33_TX_27,33_TX_27!,TX,Richland High School,North Richland Hills,TX,3.4,2025,Chemistry,Philosophy,580.0,580.0,25,25,26,26,26,670.0,680.0,690.0,680.0,670.0,690.0,670.0,680.0,680.0,3
33_TX_28,33_TX_28!,TX,Richland High School,North Richland Hills,TX,3.4,2025,Chemistry,Psychology,590.0,580.0,25,26,24,25,25,680.0,670.0,690.0,680.0,670.0,670.0,670.0,690.0,690.0,5
33_TX_29,33_TX_29!,TX,Richland High School,North Richland Hills,TX,3.3,2024,Chemistry,English,570.0,570.0,24,25,24,26,25,670.0,680.0,680.0,690.0,680.0,690.0,670.0,690.0,680.0,3
33_TX_30,33_TX_30!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2024,Chemistry,Psychology,590.0,570.0,24,25,25,26,25,690.0,690.0,670.0,690.0,670.0,690.0,670.0,680.0,680.0,5
33_TX_31,33_TX_31!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2025,Chemistry,Psychology,580.0,570.0,25,26,26,25,26,680.0,690.0,690.0,670.0,680.0,670.0,670.0,680.0,690.0,5
33_TX_32,33_TX_32!,TX,Richland High School,North Richland Hills,TX,3.3,2025,Chemistry,English,570.0,580.0,25,24,26,26,25,670.0,680.0,680.0,680.0,670.0,690.0,670.0,690.0,680.0,4
33_TX_33,33_TX_33!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2024,Chemistry,Psychology,580.0,590.0,24,26,25,24,25,680.0,670.0,680.0,680.0,680.0,670.0,690.0,680.0,690.0,4
33_TX_34,33_TX_34!,TX,Richland High School,North Richland Hills,TX,3.1999999999999997,2024,Chemistry,History,570.0,580.0,24,26,26,26,26,680.0,680.0,680.0,670.0,670.0,690.0,670.0,680.0,680.0,5
33_TX_35,33_TX_35!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2025,Chemistry,Philosophy,570.0,590.0,25,26,24,24,25,670.0,670.0,670.0,670.0,680.0,680.0,670.0,680.0,680.0,4
33_TX_36,33_TX_36!,TX,Richland High School,North Richland Hills,TX,3.3,2024,Chemistry,History,580.0,590.0,26,24,25,25,25,680.0,680.0,690.0,670.0,670.0,680.0,680.0,670.0,690.0,4
33_TX_37,33_TX_37!,TX,Richland High School,North Richland Hills,TX,3.0999999999999996,2024,Chemistry,English,570.0,580.0,26,24,25,26,25,670.0,680.0,690.0,690.0,670.0,690.0,670.0,680.0,690.0,3
33_TX_38,33_TX_38!,TX,Richland High School,North Richland Hills,TX,3.5,2025,Chemistry,English,580.0,580.0,26,24,26,24,25,680.0,680.0,680.0,690.0,670.0,680.0,690.0,680.0,680.0,3
33_TX_39,33_TX_39!,TX,Richland High School,North Richland Hills,TX,3.5,2025,Chemistry,Psychology,580.0,570.0,25,25,25,24,25,670.0,680.0,670.0,680.0,670.0,680.0,680.0,690.0,670.0,5
33_WA_40,33_WA_40!,WA,Columbia River High School,Vancouver,WA,3.4,2024,Chemistry,Philosophy,570.0,570.0,26,24,25,24,25,680.0,690.0,680.0,690.0,670.0,680.0,670.0,690.0,690.0,4
33_WA_41,33_WA_41!,WA,Columbia River High School,Vancouver,WA,3.0999999999999996,2025,Chemistry,English,590.0,590.0,24,25,24,26,25,670.0,680.0,670.0,690.0,670.0,690.0,680.0,680.0,690.0,5
33_WA_42,33_WA_42!,WA,Columbia River High School,Vancouver,WA,3.3,2024,Chemistry,Philosophy,590.0,590.0,25,26,26,26,26,670.0,680.0,690.0,690.0,680.0,670.0,680.0,680.0,690.0,5
33_WA_43,33_WA_43!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2024,Chemistry,Philosophy,570.0,580.0,26,26,24,26,26,670.0,690.0,680.0,670.0,690.0,670.0,690.0,690.0,690.0,5
33_WA_44,33_WA_44!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,Psychology,570.0,580.0,24,26,25,25,25,680.0,690.0,690.0,680.0,690.0,680.0,680.0,670.0,670.0,5
33_WA_45,33_WA_45!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2024,Chemistry,Psychology,590.0,570.0,25,26,26,24,25,680.0,690.0,690.0,680.0,670.0,670.0,680.0,690.0,680.0,4
33_WA_46,33_WA_46!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,Philosophy,580.0,580.0,26,24,25,24,25,680.0,680.0,690.0,690.0,670.0,690.0,670.0,670.0,690.0,5
33_WA_47,33_WA_47!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2024,Chemistry,Psychology,590.0,590.0,25,25,25,24,25,690.0,680.0,690.0,690.0,670.0,680.0,690.0,690.0,690.0,4
33_WA_48,33_WA_48!,WA,Columbia River High School,Vancouver,WA,3.5,2025,Chemistry,English,580.0,580.0,26,26,25,26,26,680.0,690.0,670.0,670.0,680.0,670.0,690.0,670.0,690.0,3
33_WA_49,33_WA_49!,WA,Columbia River High School,Vancouver,WA,3.0999999999999996,2025,Chemistry,Psychology,590.0,590.0,26,26,26,26,26,690.0,690.0,690.0,670.0,670.0,690.0,690.0,680.0,680.0,5
33_WA_50,33_WA_50!,WA,Columbia River High School,Vancouver,WA,3.3,2024,Chemistry,Psychology,590.0,590.0,25,26,24,26,25,670.0,690.0,680.0,690.0,690.0,680.0,680.0,690.0,680.0,5
33_WA_51,33_WA_51!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,English,580.0,570.0,25,26,26,24,25,690.0,690.0,690.0,670.0,680.0,680.0,680.0,670.0,670.0,4
33_WA_52,33_WA_52!,WA,Columbia River High School,Vancouver,WA,3.0999999999999996,2024,Chemistry,History,590.0,570.0,25,26,24,25,25,680.0,680.0,680.0,690.0,670.0,670.0,690.0,670.0,670.0,3
33_WA_53,33_WA_53!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,Psychology,590.0,580.0,26,25,26,24,25,670.0,670.0,690.0,670.0,690.0,680.0,690.0,690.0,680.0,5
33_WA_54,33_WA_54!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,English,590.0,580.0,25,24,24,25,24,690.0,670.0,680.0,690.0,680.0,680.0,690.0,670.0,690.0,4
33_WA_55,33_WA_55!,WA,Columbia River High School,Vancouver,WA,3.3,2025,Chemistry,Philosophy,570.0,590.0,24,24,24,26,24,690.0,690.0,680.0,690.0,670.0,690.0,690.0,690.0,670.0,3
33_WA_56,33_WA_56!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,Philosophy,580.0,590.0,26,24,24,24,24,670.0,690.0,690.0,670.0,670.0,680.0,690.0,690.0,690.0,3
33_WA_57,33_WA_57!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2025,Chemistry,History,570.0,570.0,26,26,25,24,25,670.0,670.0,690.0,680.0,690.0,670.0,690.0,690.0,670.0,5
33_WA_58,33_WA_58!,WA,Columbia River High School,Vancouver,WA,3.3,2024,Chemistry,English,570.0,570.0,24,25,25,24,24,670.0,670.0,680.0,690.0,680.0,670.0,680.0,690.0,670.0,4
33_WA_59,33_WA_59!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2025,Chemistry,History,570.0,570.0,24,24,24,25,24,680.0,670.0,670.0,670.0,690.0,670.0,690.0,670.0,690.0,4
33_WA_60,33_WA_60!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,History,580.0,580.0,24,25,26,25,25,690.0,680.0,680.0,680.0,670.0,680.0,670.0,680.0,690.0,4
33_WA_61,33_WA_61!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,Philosophy,590.0,570.0,25,26,26,26,26,680.0,690.0,680.0,680.0,690.0,680.0,690.0,670.0,670.0,4
33_WA_62,33_WA_62!,WA,Columbia River High School,Vancouver,WA,3.5,2025,Chemistry,History,580.0,590.0,26,25,25,26,26,670.0,690.0,680.0,680.0,690.0,680.0,690.0,680.0,670.0,3
33_WA_63,33_WA_63!,WA,Columbia River High School,Vancouver,WA,3.3,2025,Chemistry,Psychology,580.0,570.0,26,26,24,26,26,680.0,690.0,680.0,680.0,690.0,680.0,670.0,670.0,680.0,3
33_WA_64,33_WA_64!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2024,Chemistry,English,590.0,590.0,24,26,26,26,26,680.0,680.0,680.0,670.0,670.0,670.0,670.0,670.0,670.0,4
33_WA_65,33_WA_65!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2025,Chemistry,English,580.0,580.0,25,26,26,26,26,670.0,670.0,670.0,690.0,690.0,690.0,690.0,680.0,680.0,5
33_WA_66,33_WA_66!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2024,Chemistry,Philosophy,590.0,590.0,25,24,25,26,25,670.0,670.0,670.0,680.0,680.0,680.0,670.0,670.0,670.0,5
33_WA_67,33_WA_67!,WA,Columbia River High School,Vancouver,WA,3.3,2024,Chemistry,History,590.0,570.0,26,24,26,26,26,670.0,680.0,670.0,670.0,670.0,670.0,670.0,680.0,670.0,3
33_WA_68,33_WA_68!,WA,Columbia River High School,Vancouver,WA,3.5,2025,Chemistry,English,570.0,570.0,26,25,26,25,26,680.0,670.0,680.0,680.0,680.0,690.0,670.0,670.0,670.0,3
33_WA_69,33_WA_69!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2025,Chemistry,English,580.0,570.0,26,25,25,25,25,680.0,670.0,680.0,690.0,670.0,690.0,670.0,690.0,690.0,4
33_WA_70,33_WA_70!,WA,Columbia River High School,Vancouver,WA,3.4,2025,Chemistry,History,570.0,570.0,26,24,26,26,26,670.0,680.0,680.0,670.0,680.0,690.0,670.0,680.0,680.0,5
33_WA_71,33_WA_71!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2025,Chemistry,History,570.0,580.0,24,26,25,26,25,670.0,680.0,680.0,670.0,680.0,670.0,670.0,670.0,670.0,3
33_WA_72,33_WA_72!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2025,Chemistry,English,580.0,570.0,25,25,24,26,25,670.0,670.0,670.0,690.0,690.0,670.0,680.0,670.0,670.0,3
33_WA_73,33_WA_73!,WA,Columbia River High School,Vancouver,WA,3.5,2024,Chemistry,Philosophy,590.0,590.0,25,26,24,25,25,670.0,670.0,680.0,670.0,670.0,680.0,690.0,670.0,670.0,3
33_WA_74,33_WA_74!,WA,Columbia River High School,Vancouver,WA,3.3,2024,Chemistry,Philosophy,570.0,590.0,25,24,24,24,24,690.0,670.0,670.0,680.0,670.0,690.0,690.0,680.0,680.0,3
33_WA_75,33_WA_75!,WA,Columbia River High School,Vancouver,WA,3.3,2025,Chemistry,Philosophy,570.0,580.0,25,25,24,24,24,680.0,680.0,690.0,680.0,670.0,690.0,690.0,670.0,680.0,5
33_WA_76,33_WA_76!,WA,Columbia River High School,Vancouver,WA,3.0999999999999996,2025,Chemistry,Psychology,590.0,580.0,24,24,24,24,24,680.0,670.0,670.0,680.0,670.0,670.0,680.0,670.0,690.0,4
33_WA_77,33_WA_77!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2025,Chemistry,History,570.0,590.0,26,25,25,25,25,680.0,690.0,680.0,670.0,670.0,670.0,670.0,670.0,670.0,5
33_WA_78,33_WA_78!,WA,Columbia River High School,Vancouver,WA,3.1999999999999997,2024,Chemistry,Philosophy,580.0,580.0,26,25,24,24,25,670.0,690.0,690.0,680.0,680.0,670.0,670.0,680.0,670.0,5
33_WA_79,33_WA_79!,WA,Columbia River High School,Vancouver,WA,3.3,2024,Chemistry,History,590.0,590.0,25,25,25,25,25,670.0,690.0,670.0,670.0,690.0,690.0,680.0,680.0,680.0,4
33_MO_80,33_MO_80!,MO,Bayless Senior High School,St Louis,MO,3.4,2025,Chemistry,Philosophy,580.0,570.0,25,24,24,26,25,690.0,680.0,690.0,690.0,680.0,680.0,670.0,670.0,670.0,5
33_MO_81,33_MO_81!,MO,Bayless Senior High School,St Louis,MO,3.5,2024,Chemistry,Psychology,590.0,570.0,24,26,24,26,25,690.0,680.0,690.0,690.0,680.0,670.0,690.0,680.0,670.0,3
33_MO_82,33_MO_82!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2025,Chemistry,Psychology,570.0,580.0,25,26,24,26,25,690.0,680.0,690.0,690.0,680.0,690.0,670.0,680.0,690.0,4
33_MO_83,33_MO_83!,MO,Bayless Senior High School,St Louis,MO,3.5,2024,Chemistry,Philosophy,580.0,570.0,25,26,25,26,26,690.0,670.0,670.0,680.0,680.0,690.0,680.0,670.0,680.0,5
33_MO_84,33_MO_84!,MO,Bayless Senior High School,St Louis,MO,3.3,2024,Chemistry,History,590.0,580.0,24,25,25,26,25,690.0,680.0,680.0,680.0,690.0,690.0,690.0,670.0,670.0,3
33_MO_85,33_MO_85!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2025,Chemistry,Philosophy,580.0,570.0,25,26,26,25,26,680.0,670.0,680.0,670.0,690.0,680.0,670.0,690.0,680.0,5
33_MO_86,33_MO_86!,MO,Bayless Senior High School,St Louis,MO,3.0999999999999996,2025,Chemistry,Psychology,570.0,570.0,25,24,26,25,25,690.0,680.0,680.0,670.0,690.0,690.0,690.0,680.0,680.0,4
33_MO_87,33_MO_87!,MO,Bayless Senior High School,St Louis,MO,3.0999999999999996,2025,Chemistry,Psychology,570.0,570.0,25,26,24,25,25,690.0,670.0,670.0,690.0,680.0,680.0,690.0,670.0,690.0,4
33_MO_88,33_MO_88!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2025,Chemistry,History,590.0,580.0,26,26,24,26,26,690.0,670.0,680.0,670.0,680.0,690.0,670.0,690.0,680.0,4
33_MO_89,33_MO_89!,MO,Bayless Senior High School,St Louis,MO,3.0999999999999996,2024,Chemistry,Philosophy,580.0,590.0,24,26,26,26,26,670.0,670.0,670.0,690.0,680.0,670.0,680.0,680.0,680.0,5
33_MO_90,33_MO_90!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2025,Chemistry,Psychology,580.0,570.0,25,26,24,26,25,690.0,670.0,670.0,680.0,670.0,680.0,670.0,680.0,680.0,3
33_MO_91,33_MO_91!,MO,Bayless Senior High School,St Louis,MO,3.3,2025,Chemistry,Philosophy,590.0,570.0,26,25,26,24,25,670.0,680.0,690.0,690.0,670.0,670.0,680.0,680.0,670.0,3
33_MO_92,33_MO_92!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2025,Chemistry,History,570.0,590.0,24,25,26,24,25,670.0,670.0,670.0,670.0,680.0,680.0,670.0,690.0,680.0,5
33_MO_93,33_MO_93!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2024,Chemistry,Psychology,570.0,580.0,25,25,26,24,25,670.0,690.0,670.0,670.0,680.0,670.0,670.0,670.0,690.0,4
33_MO_94,33_MO_94!,MO,Bayless Senior High School,St Louis,MO,3.0999999999999996,2024,Chemistry,Psychology,580.0,580.0,24,26,24,26,25,680.0,690.0,680.0,690.0,690.0,690.0,670.0,670.0,670.0,3
33_MO_95,33_MO_95!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2024,Chemistry,History,570.0,570.0,26,26,26,26,26,680.0,670.0,680.0,690.0,670.0,690.0,670.0,680.0,670.0,3
33_MO_96,33_MO_96!,MO,Bayless Senior High School,St Louis,MO,3.4,2024,Chemistry,English,590.0,580.0,24,24,24,25,24,670.0,690.0,670.0,690.0,680.0,670.0,670.0,690.0,680.0,3
33_MO_97,33_MO_97!,MO,Bayless Senior High School,St Louis,MO,3.0999999999999996,2024,Chemistry,History,580.0,580.0,25,26,24,25,25,690.0,690.0,680.0,690.0,680.0,680.0,670.0,670.0,690.0,4
33_MO_98,33_MO_98!,MO,Bayless Senior High School,St Louis,MO,3.5,2025,Chemistry,English,580.0,570.0,25,26,26,25,26,690.0,670.0,680.0,680.0,690.0,690.0,690.0,690.0,690.0,3
33_MO_99,33_MO_99!,MO,Bayless Senior High School,St Louis,MO,3.4,2024,Chemistry,History,590.0,570.0,24,24,26,26,25,670.0,690.0,680.0,670.0,670.0,680.0,680.0,690.0,680.0,4
33_MO_100,33_MO_100!,MO,Bayless Senior High School,St Louis,MO,3.1999999999999997,2025,Chemistry,History,580.0,590.0,25,24,25,26,25,670.0,670.0,670.0,680.0,680.0,670.0,690.0,690.0,680.0,5
33_MO_101,33_MO_101!,MO,Bayless Senior High School,St Louis,MO,3.3,2024,Chemistry,Psychology,580.0,570.0,25,24,26,24,25,690.0,690.0,670.0,670.0,670.0,690.0,680.0,680.0,670.0,4
33_MO_102,33_MO_102!,MO,Bayless Senior High School,St Louis,MO,3.3,2025,Chemistry,Psychology,580.0,580.0,26,24,26,25,25,680.0,680.0,680.0,690.0,690.0,690.0,690.0,680.0,680.0,4
33_MO_103,33_MO_103!,MO,Bayless Senior High School,St Louis,MO,3.4,2025,Chemistry,Psychology,590.0,580.0,26,25,26,24,25,670.0,670.0,690.0,680.0,690.0,680.0,680.0,690.0,690.0,5
